STATE,STATENAME,ST_CASE,VEH_NO,MOD_YEAR,MOD_YEARNAME,VPICBODYCLASSNAME,MAKENAME,BODY_TYP,BODY_TYPNAME,ROLLOVER,ROLLOVERNAME,FIRE_EXP,FIRE_EXPNAME,DEATHS,DR_DRINK,DR_DRINKNAME,SPEEDREL,SPEEDRELNAME,VSPD_LIM,VSPD_LIMNAME,VSURCOND,VSURCONDNAME
45,South Carolina,450456,1,2000,2000,Pickup,Ford,34,Light Pickup,3,Rollover,0,No or Not Reported,1,0,No,0,No,45,45 MPH,1,Dry
45,South Carolina,450456,2,2020,2020,Sedan/Saloon,Chrysler,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,0,0,No,0,No,45,45 MPH,1,Dry
45,South Carolina,450457,1,2012,2012,Sedan/Saloon,BMW,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,1,1,Yes,4,"Yes, Too Fast for Conditions",30,30 MPH,1,Dry
45,South Carolina,450458,1,2001,2001,Sedan/Saloon,Oldsmobile,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,1,1,Yes,0,No,45,45 MPH,1,Dry
45,South Carolina,450459,1,2015,2015,Sedan/Saloon,Chrysler,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,0,0,No,3,"Yes, Exceeded Speed Limit",70,70 MPH,1,Dry
45,South Carolina,450459,2,2004,2004,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Chevrolet,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,0,No or Not Reported,1,0,No,0,No,70,70 MPH,1,Dry
45,South Carolina,450460,1,1994,1994,Pickup,Ford,34,Light Pickup,0,No Rollover,0,No or Not Reported,1,0,No,0,No,55,55 MPH,1,Dry
45,South Carolina,450461,1,2018,2018,Pickup,Toyota,34,Light Pickup,3,Rollover,0,No or Not Reported,1,1,Yes,3,"Yes, Exceeded Speed Limit",45,45 MPH,1,Dry
45,South Carolina,450462,1,2015,2015,Sedan/Saloon,Dodge,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,1,1,Yes,3,"Yes, Exceeded Speed Limit",45,45 MPH,1,Dry
45,South Carolina,450463,1,2010,2010,Pickup,GMC,34,Light Pickup,0,No Rollover,0,No or Not Reported,1,0,No,4,"Yes, Too Fast for Conditions",55,55 MPH,1,Dry
45,South Carolina,450464,1,2019,2019,Sedan/Saloon,Nissan/Datsun,4,"4-door sedan, hardtop",3,Rollover,0,No or Not Reported,1,1,Yes,3,"Yes, Exceeded Speed Limit",45,45 MPH,1,Dry
45,South Carolina,450465,1,2006,2006,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Chevrolet,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,0,No or Not Reported,1,1,Yes,4,"Yes, Too Fast for Conditions",45,45 MPH,1,Dry
45,South Carolina,450466,1,2018,2018,Sedan/Saloon,Toyota,4,"4-door sedan, hardtop",3,Rollover,0,No or Not Reported,1,1,Yes,3,"Yes, Exceeded Speed Limit",45,45 MPH,1,Dry
45,South Carolina,450467,1,2012,2012,Sedan/Saloon,Nissan/Datsun,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,0,0,No,0,No,45,45 MPH,1,Dry
45,South Carolina,450468,1,2010,2010,Pickup,Chevrolet,34,Light Pickup,0,No Rollover,0,No or Not Reported,1,0,No,3,"Yes, Exceeded Speed Limit",55,55 MPH,1,Dry
45,South Carolina,450469,1,2018,2018,Sedan/Saloon,Honda,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,1,1,Yes,3,"Yes, Exceeded Speed Limit",45,45 MPH,1,Dry
45,South Carolina,450470,1,2022,2022,Motorcycle - Scooter,Honda,84,Motor Scooter,8,Not Applicable,0,No or Not Reported,1,0,No,0,No,35,35 MPH,1,Dry
45,South Carolina,450470,2,2022,2022,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Jeep / Kaiser-Jeep / Willys- Jeep,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",0,No Rollover,0,No or Not Reported,0,0,No,0,No,35,35 MPH,1,Dry
45,South Carolina,450471,1,2017,2017,Cargo Van,Ford,21,"Large Van-Includes van-based buses (B150-B350, Sportsman, Royal Maxiwagon, Ram, Tradesman,...)",0,No Rollover,0,No or Not Reported,0,0,No,0,No,35,35 MPH,1,Dry
45,South Carolina,450471,2,2016,2016,Sedan/Saloon,Honda,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,1,0,No,0,No,35,35 MPH,1,Dry
45,South Carolina,450472,1,2006,2006,Sedan/Saloon,Lincoln,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,0,0,No,0,No,55,55 MPH,1,Dry
45,South Carolina,450473,1,2013,2013,Sedan/Saloon,Honda,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,0,0,No,0,No,70,70 MPH,1,Dry
45,South Carolina,450473,2,2006,2006,Pickup,Ford,34,Light Pickup,3,Rollover,0,No or Not Reported,1,0,No,0,No,70,70 MPH,1,Dry
45,South Carolina,450474,1,2012,2012,Sedan/Saloon,Chrysler,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,0,0,No,0,No,40,40 MPH,1,Dry
45,South Carolina,450475,1,2005,2005,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),GMC,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",3,Rollover,0,No or Not Reported,1,1,Yes,3,"Yes, Exceeded Speed Limit",45,45 MPH,1,Dry
45,South Carolina,450476,1,2014,2014,Sedan/Saloon,Honda,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,1,0,No,0,No,55,55 MPH,1,Dry
45,South Carolina,450476,2,2004,2004,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Nissan/Datsun,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,0,No or Not Reported,0,1,Yes,0,No,55,55 MPH,1,Dry
45,South Carolina,450477,1,2015,2015,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Chevrolet,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,0,No or Not Reported,1,1,Yes,0,No,40,40 MPH,1,Dry
45,South Carolina,450478,1,2017,2017,Pickup,GMC,34,Light Pickup,0,No Rollover,0,No or Not Reported,0,0,No,0,No,55,55 MPH,1,Dry
45,South Carolina,450479,1,2007,2007,Motorcycle - Sport,Kawasaki,80,Two Wheel Motorcycle (excluding motor scooters),8,Not Applicable,0,No or Not Reported,1,1,Yes,3,"Yes, Exceeded Speed Limit",45,45 MPH,1,Dry
45,South Carolina,450480,1,2000,2000,Motorcycle - Street,Suzuki,80,Two Wheel Motorcycle (excluding motor scooters),8,Not Applicable,0,No or Not Reported,1,1,Yes,0,No,25,25 MPH,1,Dry
45,South Carolina,450481,1,2022,2022,Pickup,Dodge,34,Light Pickup,0,No Rollover,0,No or Not Reported,0,0,No,0,No,40,40 MPH,1,Dry
45,South Carolina,450481,2,2013,2013,Sedan/Saloon,Chrysler,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,1,0,No,0,No,40,40 MPH,1,Dry
45,South Carolina,450482,1,2017,2017,Pickup,Ford,67,"Medium/heavy Pickup (GVWR greater than 10,000 lbs.)",0,No Rollover,0,No or Not Reported,0,0,No,0,No,35,35 MPH,1,Dry
45,South Carolina,450483,1,1998,1998,Sedan/Saloon,Buick / Opel,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,0,0,No,4,"Yes, Too Fast for Conditions",35,35 MPH,1,Dry
45,South Carolina,450484,1,2016,2016,Truck-Tractor,Volvo,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",0,No Rollover,0,No or Not Reported,0,0,No,4,"Yes, Too Fast for Conditions",55,55 MPH,1,Dry
45,South Carolina,450484,2,2021,2021,Hatchback/Liftback/Notchback,Nissan/Datsun,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,0,No or Not Reported,1,0,No,0,No,55,55 MPH,1,Dry
45,South Carolina,450484,3,2016,2016,Truck-Tractor,Freightliner,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",0,No Rollover,0,No or Not Reported,0,0,No,0,No,55,55 MPH,1,Dry
45,South Carolina,450484,4,2016,2016,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),KIA,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,0,No or Not Reported,0,0,No,0,No,55,55 MPH,1,Dry
45,South Carolina,450485,1,2002,2002,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Lexus,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,0,No or Not Reported,0,0,No,0,No,55,55 MPH,1,Dry
45,South Carolina,450486,1,2022,2022,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Chevrolet,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",0,No Rollover,0,No or Not Reported,1,0,No,0,No,40,40 MPH,1,Dry
45,South Carolina,450486,2,2022,2022,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),KIA,6,Station Wagon (excluding van and truck based),0,No Rollover,0,No or Not Reported,0,0,No,0,No,0,No Statutory Limit/Non-Trafficway or Driveway Access,0,Non-Trafficway or Driveway Access
45,South Carolina,450487,1,2022,2022,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Nissan/Datsun,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,0,No or Not Reported,0,0,No,0,No,45,45 MPH,1,Dry
45,South Carolina,450487,2,2022,2022,Motorcycle - Sport,Kawasaki,80,Two Wheel Motorcycle (excluding motor scooters),8,Not Applicable,0,No or Not Reported,1,1,Yes,0,No,45,45 MPH,1,Dry
45,South Carolina,450488,1,2009,2009,Sedan/Saloon,Ford,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,0,0,No,0,No,55,55 MPH,1,Dry
45,South Carolina,450488,2,2011,2011,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),KIA,6,Station Wagon (excluding van and truck based),0,No Rollover,0,No or Not Reported,1,0,No,0,No,0,No Statutory Limit/Non-Trafficway or Driveway Access,0,Non-Trafficway or Driveway Access
45,South Carolina,450489,1,2010,2010,Sedan/Saloon,Nissan/Datsun,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,1,1,Yes,3,"Yes, Exceeded Speed Limit",45,45 MPH,2,Wet
45,South Carolina,450490,1,2002,2002,Pickup,GMC,34,Light Pickup,3,Rollover,0,No or Not Reported,1,1,Yes,3,"Yes, Exceeded Speed Limit",55,55 MPH,1,Dry
45,South Carolina,450491,1,2022,2022,Sedan/Saloon,Nissan/Datsun,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,1,1,Yes,4,"Yes, Too Fast for Conditions",40,40 MPH,1,Dry
45,South Carolina,450492,1,2012,2012,Pickup,GMC,34,Light Pickup,0,No Rollover,0,No or Not Reported,0,0,No,0,No,45,45 MPH,1,Dry
45,South Carolina,450492,2,2008,2008,Sedan/Saloon,Cadillac,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,1,0,No,0,No,45,45 MPH,1,Dry
45,South Carolina,450493,1,2023,2023,Motorcycle - Touring / Sport Touring,Harley-Davidson,80,Two Wheel Motorcycle (excluding motor scooters),8,Not Applicable,0,No or Not Reported,1,0,No,4,"Yes, Too Fast for Conditions",30,30 MPH,1,Dry
45,South Carolina,450494,1,2013,2013,Truck-Tractor,Freightliner,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",0,No Rollover,1,Yes,1,0,No,4,"Yes, Too Fast for Conditions",70,70 MPH,1,Dry
45,South Carolina,450495,1,2014,2014,Motorcycle - Sport,Honda,80,Two Wheel Motorcycle (excluding motor scooters),8,Not Applicable,0,No or Not Reported,1,0,No,4,"Yes, Too Fast for Conditions",35,35 MPH,1,Dry
45,South Carolina,450496,1,2020,2020,Sedan/Saloon,KIA,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,2,0,No,0,No,45,45 MPH,1,Dry
45,South Carolina,450496,2,2006,2006,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Chevrolet,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,0,No or Not Reported,0,0,No,0,No,45,45 MPH,1,Dry
45,South Carolina,450497,1,2000,2000,Truck-Tractor,Volvo,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",0,No Rollover,0,No or Not Reported,0,0,No,0,No,60,60 MPH,2,Wet
45,South Carolina,450497,2,2022,2022,Sedan/Saloon,Chevrolet,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,1,0,No,4,"Yes, Too Fast for Conditions",60,60 MPH,2,Wet
45,South Carolina,450498,1,2004,2004,Motorcycle - Custom,Harley-Davidson,80,Two Wheel Motorcycle (excluding motor scooters),8,Not Applicable,0,No or Not Reported,1,0,No,0,No,35,35 MPH,1,Dry
45,South Carolina,450498,2,2019,2019,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Honda,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,0,No or Not Reported,0,0,No,0,No,35,35 MPH,1,Dry
45,South Carolina,450499,1,2012,2012,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),GMC,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",0,No Rollover,0,No or Not Reported,0,0,No,0,No,55,55 MPH,2,Wet
45,South Carolina,450500,1,2024,2024,Pickup,Chevrolet,34,Light Pickup,0,No Rollover,0,No or Not Reported,1,0,No,0,No,40,40 MPH,1,Dry
45,South Carolina,450500,2,2023,2023,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),BMW,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",0,No Rollover,0,No or Not Reported,0,1,Yes,3,"Yes, Exceeded Speed Limit",40,40 MPH,1,Dry
45,South Carolina,450501,1,2016,2016,Sedan/Saloon,Volkswagen,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,1,0,No,4,"Yes, Too Fast for Conditions",70,70 MPH,1,Dry
45,South Carolina,450502,1,2006,2006,Sedan/Saloon,BMW,4,"4-door sedan, hardtop",3,Rollover,0,No or Not Reported,1,0,No,3,"Yes, Exceeded Speed Limit",55,55 MPH,1,Dry
45,South Carolina,450503,1,2017,2017,Truck-Tractor,Kenworth,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",0,No Rollover,0,No or Not Reported,1,0,No,4,"Yes, Too Fast for Conditions",45,45 MPH,1,Dry
45,South Carolina,450504,1,2021,2021,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),BMW,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,0,No or Not Reported,0,0,No,0,No,55,55 MPH,2,Wet
45,South Carolina,450504,2,2008,2008,Sedan/Saloon,Ford,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,1,0,No,0,No,55,55 MPH,2,Wet
45,South Carolina,450505,1,1996,1996,Pickup,GMC,34,Light Pickup,0,No Rollover,0,No or Not Reported,0,1,Yes,0,No,45,45 MPH,1,Dry
45,South Carolina,450506,1,2005,2005,Convertible/Cabriolet,Ford,1,"Convertible(excludes sun-roof,t-bar)",0,No Rollover,0,No or Not Reported,0,0,No,0,No,45,45 MPH,2,Wet
45,South Carolina,450507,1,2019,2019,Sedan/Saloon,Dodge,2,"2-door sedan,hardtop,coupe",0,No Rollover,0,No or Not Reported,1,0,No,3,"Yes, Exceeded Speed Limit",55,55 MPH,2,Wet
45,South Carolina,450508,1,2014,2014,Minivan,Honda,20,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",0,No Rollover,0,No or Not Reported,1,0,No,0,No,45,45 MPH,1,Dry
45,South Carolina,450508,2,2020,2020,Pickup,Ford,34,Light Pickup,0,No Rollover,1,Yes,1,1,Yes,0,No,45,45 MPH,1,Dry
45,South Carolina,450509,1,2011,2011,Sedan/Saloon,Honda,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,1,0,No,0,No,45,45 MPH,1,Dry
45,South Carolina,450509,2,2023,2023,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Subaru,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",3,Rollover,0,No or Not Reported,0,0,No,3,"Yes, Exceeded Speed Limit",45,45 MPH,1,Dry
45,South Carolina,450510,1,2006,2006,Sedan/Saloon,Toyota,4,"4-door sedan, hardtop",3,Rollover,0,No or Not Reported,1,1,Yes,4,"Yes, Too Fast for Conditions",55,55 MPH,1,Dry
45,South Carolina,450511,1,2014,2014,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Jeep / Kaiser-Jeep / Willys- Jeep,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,0,No or Not Reported,1,0,No,4,"Yes, Too Fast for Conditions",45,45 MPH,2,Wet
45,South Carolina,450512,1,2001,2001,Pickup,Ford,34,Light Pickup,3,Rollover,0,No or Not Reported,1,1,Yes,0,No,25,25 MPH,1,Dry
45,South Carolina,450513,1,2023,2023,Pickup,Toyota,34,Light Pickup,0,No Rollover,0,No or Not Reported,0,0,No,0,No,35,35 MPH,1,Dry
45,South Carolina,450514,1,2024,2024,Truck-Tractor,International Harvester/Navistar,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",0,No Rollover,0,No or Not Reported,0,0,No,0,No,55,55 MPH,2,Wet
45,South Carolina,450514,2,2008,2008,Motorcycle - Dual Sport / Adventure / Supermoto / On/Off-road,Kawasaki,80,Two Wheel Motorcycle (excluding motor scooters),8,Not Applicable,0,No or Not Reported,1,0,No,0,No,55,55 MPH,2,Wet
45,South Carolina,450515,1,2014,2014,Sedan/Saloon,Volkswagen,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,1,0,No,0,No,55,55 MPH,1,Dry
45,South Carolina,450515,2,2004,2004,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Nissan/Datsun,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,0,No or Not Reported,0,0,No,0,No,55,55 MPH,1,Dry
45,South Carolina,450516,2,2016,2016,Sedan/Saloon,Mazda,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,1,0,No,0,No,70,70 MPH,1,Dry
45,South Carolina,450517,1,2009,2009,Motorcycle - Touring / Sport Touring,BMW,80,Two Wheel Motorcycle (excluding motor scooters),8,Not Applicable,0,No or Not Reported,1,1,Yes,4,"Yes, Too Fast for Conditions",45,45 MPH,1,Dry
45,South Carolina,450518,1,2019,2019,Pickup,Dodge,34,Light Pickup,0,No Rollover,0,No or Not Reported,0,0,No,0,No,70,70 MPH,1,Dry
45,South Carolina,450518,2,2021,2021,Motorcycle - Sport,Kawasaki,80,Two Wheel Motorcycle (excluding motor scooters),8,Not Applicable,0,No or Not Reported,1,0,No,3,"Yes, Exceeded Speed Limit",70,70 MPH,1,Dry
45,South Carolina,450519,1,2005,2005,Coupe,Ford,2,"2-door sedan,hardtop,coupe",0,No Rollover,0,No or Not Reported,0,0,No,0,No,55,55 MPH,1,Dry
45,South Carolina,450519,2,1993,1993,Sedan/Saloon,Buick / Opel,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,1,0,No,0,No,55,55 MPH,1,Dry
45,South Carolina,450520,1,1998,1998,Pickup,Ford,34,Light Pickup,0,No Rollover,0,No or Not Reported,1,1,Yes,0,No,55,55 MPH,2,Wet
45,South Carolina,450520,2,2020,2020,Truck-Tractor,Freightliner,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",0,No Rollover,0,No or Not Reported,0,0,No,0,No,55,55 MPH,2,Wet
45,South Carolina,450521,1,2014,2014,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Honda,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,0,No or Not Reported,0,0,No,3,"Yes, Exceeded Speed Limit",25,25 MPH,1,Dry
45,South Carolina,450521,2,9998,Not Reported,Not Reported,Not Reported,98,Not Reported,0,No Rollover,0,No or Not Reported,1,0,No,0,No,25,25 MPH,1,Dry
45,South Carolina,450522,1,2002,2002,Pickup,Dodge,34,Light Pickup,0,No Rollover,0,No or Not Reported,1,0,No,0,No,40,40 MPH,1,Dry
45,South Carolina,450522,2,1999,1999,Truck-Tractor,Other Make,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",0,No Rollover,0,No or Not Reported,0,0,No,0,No,40,40 MPH,1,Dry
45,South Carolina,450523,1,2011,2011,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Toyota,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,0,No or Not Reported,1,0,No,0,No,55,55 MPH,1,Dry
45,South Carolina,450523,2,2008,2008,Pickup,Toyota,34,Light Pickup,0,No Rollover,0,No or Not Reported,0,0,No,0,No,55,55 MPH,1,Dry
45,South Carolina,450524,1,2015,2015,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),GMC,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",0,No Rollover,0,No or Not Reported,0,1,Yes,0,No,60,60 MPH,1,Dry
45,South Carolina,450524,2,2003,2003,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),GMC,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",0,No Rollover,0,No or Not Reported,1,0,No,0,No,60,60 MPH,1,Dry
45,South Carolina,450524,3,2012,2012,Sedan/Saloon,Nissan/Datsun,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,0,0,No,0,No,60,60 MPH,1,Dry
45,South Carolina,450525,1,2002,2002,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Chevrolet,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",3,Rollover,0,No or Not Reported,1,1,Yes,4,"Yes, Too Fast for Conditions",45,45 MPH,1,Dry
45,South Carolina,450526,1,2008,2008,Pickup,Toyota,34,Light Pickup,3,Rollover,0,No or Not Reported,1,1,Yes,3,"Yes, Exceeded Speed Limit",35,35 MPH,1,Dry
45,South Carolina,450527,1,2023,2023,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Toyota,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,0,No or Not Reported,1,0,No,0,No,60,60 MPH,1,Dry
45,South Carolina,450527,2,2020,2020,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Lexus,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,0,No or Not Reported,0,0,No,0,No,60,60 MPH,1,Dry
45,South Carolina,450528,1,2022,2022,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Jeep / Kaiser-Jeep / Willys- Jeep,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,0,No or Not Reported,2,1,Yes,4,"Yes, Too Fast for Conditions",35,35 MPH,1,Dry
45,South Carolina,450529,1,2002,2002,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Chevrolet,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",3,Rollover,0,No or Not Reported,1,0,No,4,"Yes, Too Fast for Conditions",45,45 MPH,1,Dry
45,South Carolina,450530,1,2008,2008,Sedan/Saloon,Honda,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,1,1,Yes,0,No,55,55 MPH,1,Dry
45,South Carolina,450530,2,2023,2023,Sedan/Saloon,Honda,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,1,0,No,0,No,55,55 MPH,1,Dry
45,South Carolina,450531,1,2022,2022,Truck-Tractor,Kenworth,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",0,No Rollover,0,No or Not Reported,0,0,No,0,No,60,60 MPH,1,Dry
45,South Carolina,450531,2,2018,2018,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Jeep / Kaiser-Jeep / Willys- Jeep,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,0,No or Not Reported,0,0,No,0,No,60,60 MPH,1,Dry
45,South Carolina,450532,1,2024,2024,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Buick / Opel,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,0,No or Not Reported,0,0,No,0,No,55,55 MPH,1,Dry
45,South Carolina,450533,1,2023,2023,Off-road Vehicle - All Terrain Vehicle (ATV) (Motorcycle-style),Other Make,90,ATV/ATC [All-Terrain Cycle],0,No Rollover,0,No or Not Reported,1,0,No,0,No,55,55 MPH,1,Dry
45,South Carolina,450533,2,2007,2007,Sedan/Saloon,Nissan/Datsun,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,0,1,Yes,0,No,55,55 MPH,1,Dry
45,South Carolina,450534,1,2022,2022,Truck-Tractor,Kenworth,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",0,No Rollover,1,Yes,1,0,No,4,"Yes, Too Fast for Conditions",70,70 MPH,1,Dry
45,South Carolina,450535,1,2021,2021,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Cadillac,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",0,No Rollover,0,No or Not Reported,0,0,No,0,No,45,45 MPH,1,Dry
45,South Carolina,450535,2,2015,2015,Sedan/Saloon,KIA,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,1,0,No,0,No,45,45 MPH,1,Dry
45,South Carolina,450536,1,2006,2006,Van,Dodge,20,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",0,No Rollover,0,No or Not Reported,0,0,No,0,No,40,40 MPH,1,Dry
45,South Carolina,450537,1,2020,2020,Pickup,Dodge,34,Light Pickup,0,No Rollover,0,No or Not Reported,0,0,No,4,"Yes, Too Fast for Conditions",50,50 MPH,1,Dry
45,South Carolina,450537,2,2015,2015,Sedan/Saloon,Ford,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,0,0,No,0,No,50,50 MPH,1,Dry
45,South Carolina,450538,1,2000,2000,Coupe,Toyota,2,"2-door sedan,hardtop,coupe",0,No Rollover,0,No or Not Reported,0,0,No,0,No,45,45 MPH,1,Dry
45,South Carolina,450538,2,2012,2012,Motorcycle - Sport,Suzuki,80,Two Wheel Motorcycle (excluding motor scooters),8,Not Applicable,0,No or Not Reported,1,0,No,0,No,45,45 MPH,1,Dry
45,South Carolina,450539,1,2010,2010,Sport Utility Truck (SUT),Chevrolet,34,Light Pickup,0,No Rollover,0,No or Not Reported,0,0,No,0,No,55,55 MPH,1,Dry
45,South Carolina,450540,1,2009,2009,Sedan/Saloon,Honda,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,0,0,No,0,No,40,40 MPH,1,Dry
