STATE,STATENAME,ST_CASE,VEH_NO,MOD_YEAR,MOD_YEARNAME,VPICBODYCLASSNAME,MAKENAME,BODY_TYP,BODY_TYPNAME,ROLLOVER,ROLLOVERNAME,FIRE_EXP,FIRE_EXPNAME,DEATHS,DR_DRINK,DR_DRINKNAME,SPEEDREL,SPEEDRELNAME,VSPD_LIM,VSPD_LIMNAME,VSURCOND,VSURCONDNAME
12,Florida,122731,2,9999,Unknown,Unknown,Unknown Make,99,Unknown body type,0,No Rollover,0,No or Not Reported,0,1,Yes,0,No,45,45 MPH,1,Dry
12,Florida,122732,1,2004,2004,Motorcycle - Cruiser,Suzuki,80,Two Wheel Motorcycle (excluding motor scooters),8,Not Applicable,0,No or Not Reported,1,0,No,4,"Yes, Too Fast for Conditions",40,40 MPH,1,Dry
12,Florida,122732,2,2011,2011,Crossover Utility Vehicle (CUV),Nissan/Datsun,6,Station Wagon (excluding van and truck based),3,Rollover,0,No or Not Reported,0,0,No,0,No,40,40 MPH,1,Dry
12,Florida,122733,1,2016,2016,Hatchback/Liftback/Notchback,Ford,5,5-door/4-door hatchback,0,No Rollover,0,No or Not Reported,1,0,No,0,No,40,40 MPH,1,Dry
12,Florida,122733,2,2023,2023,Bus,Gillig,52,Transit Bus (City Bus),0,No Rollover,0,No or Not Reported,0,0,No,0,No,40,40 MPH,1,Dry
12,Florida,122734,1,2020,2020,Coupe,Nissan/Datsun,2,"2-door sedan,hardtop,coupe",0,No Rollover,0,No or Not Reported,1,0,No,0,No,35,35 MPH,1,Dry
12,Florida,122734,2,2006,2006,Pickup,Chevrolet,34,Light Pickup,3,Rollover,0,No or Not Reported,0,0,No,0,No,50,50 MPH,1,Dry
12,Florida,122735,1,2016,2016,Sedan/Saloon,Toyota,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,0,0,No,0,No,55,55 MPH,1,Dry
12,Florida,122735,2,1957,1957,Motorcycle - Sport,Other Make,80,Two Wheel Motorcycle (excluding motor scooters),8,Not Applicable,0,No or Not Reported,1,0,No,0,No,55,55 MPH,1,Dry
12,Florida,122736,1,2020,2020,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),KIA,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,0,No or Not Reported,1,0,No,0,No,40,40 MPH,1,Dry
12,Florida,122736,2,2014,2014,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Ford,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,0,No or Not Reported,0,0,No,0,No,40,40 MPH,1,Dry
12,Florida,122737,1,2015,2015,Pickup,Nissan/Datsun,34,Light Pickup,0,No Rollover,0,No or Not Reported,1,1,Yes,0,No,15,15 MPH,1,Dry
12,Florida,122738,1,2019,2019,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Chevrolet,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,0,No or Not Reported,0,0,No,0,No,30,30 MPH,2,Wet
12,Florida,122739,1,9999,Unknown,Unknown,Unknown Make,99,Unknown body type,0,No Rollover,0,No or Not Reported,0,0,No,0,No,98,Not Reported,1,Dry
12,Florida,122740,1,9999,Unknown,Unknown,Unknown Make,99,Unknown body type,0,No Rollover,0,No or Not Reported,0,0,No,0,No,35,35 MPH,1,Dry
12,Florida,122741,1,2018,2018,Hatchback/Liftback/Notchback,Fiat,3,3-door/2-door hatchback,0,No Rollover,0,No or Not Reported,0,0,No,0,No,35,35 MPH,2,Wet
12,Florida,122742,1,2019,2019,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Hyundai,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,0,No or Not Reported,1,0,No,0,No,45,45 MPH,1,Dry
12,Florida,122742,2,1997,1997,Pickup,Dodge,67,"Medium/heavy Pickup (GVWR greater than 10,000 lbs.)",0,No Rollover,0,No or Not Reported,0,0,No,0,No,45,45 MPH,1,Dry
12,Florida,122743,1,2010,2010,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Ford,6,Station Wagon (excluding van and truck based),0,No Rollover,0,No or Not Reported,0,0,No,0,No,35,35 MPH,1,Dry
12,Florida,122744,1,2018,2018,Coupe,Dodge,2,"2-door sedan,hardtop,coupe",0,No Rollover,0,No or Not Reported,1,0,No,0,No,65,65 MPH,2,Wet
12,Florida,122745,1,2022,2022,Truck-Tractor,Kenworth,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",0,No Rollover,0,No or Not Reported,0,0,No,0,No,35,35 MPH,2,Wet
12,Florida,122746,1,2011,2011,Sedan/Saloon,Toyota,4,"4-door sedan, hardtop",0,No Rollover,1,Yes,1,0,No,0,No,45,45 MPH,1,Dry
12,Florida,122747,1,2016,2016,Motorcycle - Sport,Yamaha,80,Two Wheel Motorcycle (excluding motor scooters),8,Not Applicable,0,No or Not Reported,1,0,No,3,"Yes, Exceeded Speed Limit",45,45 MPH,1,Dry
12,Florida,122747,2,2004,2004,Sedan/Saloon,Saturn,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,0,0,No,0,No,45,45 MPH,1,Dry
12,Florida,122748,1,2006,2006,Motorcycle - Sport,Yamaha,80,Two Wheel Motorcycle (excluding motor scooters),8,Not Applicable,0,No or Not Reported,2,0,No,0,No,45,45 MPH,1,Dry
12,Florida,122749,1,2021,2021,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Cadillac,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",0,No Rollover,0,No or Not Reported,0,0,No,0,No,35,35 MPH,1,Dry
12,Florida,122750,1,2013,2013,Convertible/Cabriolet,Lexus,1,"Convertible(excludes sun-roof,t-bar)",0,No Rollover,0,No or Not Reported,0,0,No,0,No,40,40 MPH,1,Dry
12,Florida,122751,1,2021,2021,Motorcycle - Sport,Kawasaki,80,Two Wheel Motorcycle (excluding motor scooters),8,Not Applicable,0,No or Not Reported,1,1,Yes,4,"Yes, Too Fast for Conditions",45,45 MPH,1,Dry
12,Florida,122751,2,2020,2020,Minivan,Toyota,20,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",0,No Rollover,0,No or Not Reported,0,0,No,0,No,45,45 MPH,1,Dry
12,Florida,122752,1,2014,2014,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Ford,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,0,No or Not Reported,0,0,No,0,No,35,35 MPH,1,Dry
12,Florida,122752,2,2005,2005,Van,Chevrolet,20,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",3,Rollover,0,No or Not Reported,1,0,No,0,No,45,45 MPH,1,Dry
12,Florida,122753,1,2011,2011,Pickup,Toyota,34,Light Pickup,0,No Rollover,0,No or Not Reported,0,0,No,0,No,35,35 MPH,1,Dry
12,Florida,122754,1,2006,2006,Hatchback/Liftback/Notchback,Acura,3,3-door/2-door hatchback,0,No Rollover,0,No or Not Reported,1,1,Yes,3,"Yes, Exceeded Speed Limit",40,40 MPH,2,Wet
12,Florida,122755,1,2020,2020,Sedan/Saloon,Lexus,4,"4-door sedan, hardtop",3,Rollover,0,No or Not Reported,1,0,No,3,"Yes, Exceeded Speed Limit",98,Not Reported,1,Dry
12,Florida,122756,1,2010,2010,Motorcycle - Sport,BMW,80,Two Wheel Motorcycle (excluding motor scooters),8,Not Applicable,0,No or Not Reported,1,1,Yes,0,No,50,50 MPH,1,Dry
12,Florida,122756,2,2017,2017,Off-road Vehicle - All Terrain Vehicle (ATV) (Motorcycle-style),Other Make,90,ATV/ATC [All-Terrain Cycle],0,No Rollover,0,No or Not Reported,0,0,No,0,No,50,50 MPH,1,Dry
12,Florida,122757,1,2007,2007,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Chrysler,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",0,No Rollover,0,No or Not Reported,0,0,No,0,No,55,55 MPH,1,Dry
12,Florida,122758,1,2020,2020,Sedan/Saloon,Nissan/Datsun,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,0,0,No,0,No,45,45 MPH,1,Dry
12,Florida,122759,1,2017,2017,Sedan/Saloon,Honda,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,1,0,No,0,No,45,45 MPH,1,Dry
12,Florida,122759,2,2019,2019,Pickup,Ford,67,"Medium/heavy Pickup (GVWR greater than 10,000 lbs.)",3,Rollover,0,No or Not Reported,0,0,No,0,No,45,45 MPH,1,Dry
12,Florida,122759,3,2023,2023,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),KIA,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,0,No or Not Reported,0,0,No,0,No,25,25 MPH,1,Dry
12,Florida,122760,1,2018,2018,Sedan/Saloon,Chrysler,4,"4-door sedan, hardtop",3,Rollover,0,No or Not Reported,1,0,No,5,"Yes, Specifics Unknown",40,40 MPH,1,Dry
12,Florida,122761,1,2024,2024,Truck-Tractor,International Harvester/Navistar,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",0,No Rollover,0,No or Not Reported,0,0,No,0,No,45,45 MPH,1,Dry
12,Florida,122761,2,2002,2002,Motorcycle - Street,Suzuki,80,Two Wheel Motorcycle (excluding motor scooters),8,Not Applicable,0,No or Not Reported,1,0,No,0,No,45,45 MPH,1,Dry
12,Florida,122762,1,2007,2007,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Honda,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",0,No Rollover,0,No or Not Reported,1,0,No,0,No,60,60 MPH,1,Dry
12,Florida,122762,2,2008,2008,Pickup,Toyota,34,Light Pickup,0,No Rollover,0,No or Not Reported,1,0,No,0,No,60,60 MPH,1,Dry
12,Florida,122762,3,2023,2023,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Jeep / Kaiser-Jeep / Willys- Jeep,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",0,No Rollover,0,No or Not Reported,0,0,No,0,No,60,60 MPH,1,Dry
12,Florida,122763,1,2008,2008,Pickup,Dodge,34,Light Pickup,0,No Rollover,0,No or Not Reported,0,0,No,0,No,40,40 MPH,1,Dry
12,Florida,122763,2,2013,2013,Sedan/Saloon,Cadillac,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,0,0,No,0,No,40,40 MPH,1,Dry
12,Florida,122764,1,9999,Unknown,Off-road Vehicle - Dirt Bike / Off-Road,Suzuki,83,Off-road Motorcycle,8,Not Applicable,0,No or Not Reported,1,0,No,0,No,30,30 MPH,1,Dry
12,Florida,122764,2,2017,2017,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Volvo,6,Station Wagon (excluding van and truck based),0,No Rollover,0,No or Not Reported,0,0,No,0,No,30,30 MPH,1,Dry
12,Florida,122764,3,2014,2014,Sedan/Saloon,Honda,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,0,0,No,0,No,30,30 MPH,1,Dry
12,Florida,122765,1,2011,2011,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),GMC,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",0,No Rollover,0,No or Not Reported,0,0,No,0,No,40,40 MPH,2,Wet
12,Florida,122765,2,2023,2023,Pickup,Ford,34,Light Pickup,0,No Rollover,0,No or Not Reported,0,0,No,0,No,40,40 MPH,2,Wet
12,Florida,122766,1,2008,2008,Sedan/Saloon,Hyundai,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,1,0,No,0,No,30,30 MPH,1,Dry
12,Florida,122766,2,2016,2016,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Chevrolet,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",0,No Rollover,0,No or Not Reported,0,0,No,0,No,30,30 MPH,1,Dry
12,Florida,122767,1,2019,2019,Motorcycle - Touring / Sport Touring,Harley-Davidson,80,Two Wheel Motorcycle (excluding motor scooters),8,Not Applicable,0,No or Not Reported,1,1,Yes,0,No,55,55 MPH,1,Dry
12,Florida,122767,2,2023,2023,Sedan/Saloon,Other Domestic Manufacturers,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,0,0,No,0,No,55,55 MPH,1,Dry
12,Florida,122768,1,1998,1998,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Toyota,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,0,No or Not Reported,1,0,No,0,No,45,45 MPH,1,Dry
12,Florida,122769,1,2019,2019,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Jeep / Kaiser-Jeep / Willys- Jeep,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",0,No Rollover,0,No or Not Reported,1,0,No,0,No,70,70 MPH,1,Dry
12,Florida,122769,2,2017,2017,Incomplete - Chassis Cab (Single Cab),Other Make,62,"Single-unit straight truck or Cab-Chassis (GVWR range 19,501 to 26,000 lbs.)",0,No Rollover,0,No or Not Reported,0,0,No,0,No,70,70 MPH,1,Dry
12,Florida,122770,1,2006,2006,Motorcycle - Sport,Yamaha,80,Two Wheel Motorcycle (excluding motor scooters),8,Not Applicable,0,No or Not Reported,1,1,Yes,0,No,50,50 MPH,1,Dry
12,Florida,122770,2,2004,2004,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Ford,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",0,No Rollover,0,No or Not Reported,0,0,No,0,No,50,50 MPH,1,Dry
12,Florida,122771,1,2003,2003,Sedan/Saloon,Honda,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,0,0,No,0,No,35,35 MPH,1,Dry
12,Florida,122771,2,2001,2001,Motorcycle - Touring / Sport Touring,Harley-Davidson,80,Two Wheel Motorcycle (excluding motor scooters),8,Not Applicable,0,No or Not Reported,1,0,No,0,No,35,35 MPH,1,Dry
12,Florida,122772,1,2023,2023,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Hyundai,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,0,No or Not Reported,0,0,No,0,No,45,45 MPH,1,Dry
12,Florida,122774,1,2013,2013,Sedan/Saloon,Dodge,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,1,0,No,0,No,45,45 MPH,1,Dry
12,Florida,122774,2,2013,2013,Pickup,Ford,34,Light Pickup,0,No Rollover,0,No or Not Reported,0,0,No,0,No,45,45 MPH,1,Dry
12,Florida,122775,1,2016,2016,Incomplete - Chassis Cab (Single Cab),Isuzu,61,"Single-unit straight truck or Cab-Chassis (GVWR range 10,001 to 19,500 lbs.)",0,No Rollover,0,No or Not Reported,1,0,No,0,No,70,70 MPH,1,Dry
12,Florida,122776,1,2024,2024,Sedan/Saloon,Honda,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,0,0,No,0,No,45,45 MPH,1,Dry
12,Florida,122777,1,2013,2013,Sedan/Saloon,Mercedes-Benz,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,0,0,No,0,No,50,50 MPH,1,Dry
12,Florida,122778,1,2005,2005,Pickup,Dodge,34,Light Pickup,0,No Rollover,0,No or Not Reported,0,0,No,0,No,50,50 MPH,1,Dry
12,Florida,122778,2,2006,2006,Incomplete - Motor Home Chassis,Other Make,65,Medium/Heavy Vehicle Based Motor Home,0,No Rollover,0,No or Not Reported,0,0,No,0,No,50,50 MPH,1,Dry
12,Florida,122779,1,2023,2023,Motorcycle - Sport,Yamaha,80,Two Wheel Motorcycle (excluding motor scooters),8,Not Applicable,0,No or Not Reported,1,1,Yes,0,No,35,35 MPH,1,Dry
12,Florida,122780,1,2020,2020,Truck-Tractor,Mack,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",3,Rollover,0,No or Not Reported,1,0,No,0,No,70,70 MPH,1,Dry
12,Florida,122781,1,2008,2008,Sedan/Saloon,Lexus,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,1,0,No,0,No,25,25 MPH,1,Dry
12,Florida,122781,2,2015,2015,Pickup,Ford,34,Light Pickup,0,No Rollover,0,No or Not Reported,0,0,No,0,No,40,40 MPH,1,Dry
12,Florida,122782,1,2016,2016,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Toyota,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,0,No or Not Reported,0,0,No,0,No,35,35 MPH,1,Dry
12,Florida,122782,2,2013,2013,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Ford,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,0,No or Not Reported,0,0,No,0,No,35,35 MPH,1,Dry
12,Florida,122783,1,2006,2006,Off-road Vehicle - Multipurpose Off-Highway Utility Vehicle [MOHUV] or Recreational Off-Highway Vehicle [ROV],Yamaha,96,Multipurpose Off-Highway Utility Vehicles [MOHUV] or Recreational Off-Highway Vehicle [ROV],3,Rollover,0,No or Not Reported,1,0,No,0,No,30,30 MPH,1,Dry
12,Florida,122784,1,2006,2006,Sedan/Saloon,Hyundai,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,1,0,No,0,No,55,55 MPH,1,Dry
12,Florida,122784,2,2025,2025,Truck,International Harvester/Navistar,62,"Single-unit straight truck or Cab-Chassis (GVWR range 19,501 to 26,000 lbs.)",0,No Rollover,0,No or Not Reported,0,0,No,0,No,55,55 MPH,1,Dry
12,Florida,122785,1,2024,2024,Motorcycle - Sport,Other Make,80,Two Wheel Motorcycle (excluding motor scooters),8,Not Applicable,0,No or Not Reported,1,0,No,0,No,35,35 MPH,1,Dry
12,Florida,122786,1,2002,2002,Wagon,Subaru,6,Station Wagon (excluding van and truck based),3,Rollover,0,No or Not Reported,1,0,No,0,No,55,55 MPH,1,Dry
12,Florida,122787,1,2015,2015,Sedan/Saloon,BMW,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,0,0,No,0,No,40,40 MPH,1,Dry
12,Florida,122788,1,2009,2009,Sedan/Saloon,Honda,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,1,1,Yes,0,No,25,25 MPH,1,Dry
12,Florida,122789,1,1999,1999,Pickup,Ford,34,Light Pickup,0,No Rollover,0,No or Not Reported,1,1,Yes,0,No,60,60 MPH,1,Dry
12,Florida,122789,2,2007,2007,Van,Dodge,20,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",0,No Rollover,0,No or Not Reported,0,0,No,0,No,60,60 MPH,1,Dry
12,Florida,122790,1,2021,2021,Pickup,Ford,34,Light Pickup,0,No Rollover,0,No or Not Reported,1,0,No,0,No,30,30 MPH,1,Dry
12,Florida,122790,2,2011,2011,Minivan,KIA,20,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",0,No Rollover,0,No or Not Reported,1,0,No,0,No,55,55 MPH,1,Dry
12,Florida,122791,1,2019,2019,Sedan/Saloon,Honda,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,0,0,No,0,No,35,35 MPH,1,Dry
12,Florida,122792,1,2024,2024,Motorcycle - Scooter,Other Make,84,Motor Scooter,8,Not Applicable,0,No or Not Reported,1,0,No,0,No,40,40 MPH,2,Wet
12,Florida,122793,1,2015,2015,Sedan/Saloon,Chevrolet,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,0,0,No,0,No,45,45 MPH,1,Dry
12,Florida,122793,2,2007,2007,Motorcycle - Custom,Harley-Davidson,80,Two Wheel Motorcycle (excluding motor scooters),8,Not Applicable,0,No or Not Reported,1,0,No,0,No,45,45 MPH,1,Dry
12,Florida,122794,1,2024,2024,Truck,Freightliner,63,"Single-unit straight truck or Cab-Chassis (GVWR greater than 26,000 lbs.)",0,No Rollover,0,No or Not Reported,0,0,No,0,No,20,20 MPH,1,Dry
12,Florida,122795,1,2020,2020,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),KIA,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,0,No or Not Reported,0,0,No,0,No,55,55 MPH,1,Dry
12,Florida,122796,1,2020,2020,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Jeep / Kaiser-Jeep / Willys- Jeep,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",3,Rollover,0,No or Not Reported,1,0,No,0,No,45,45 MPH,1,Dry
12,Florida,122797,1,2000,2000,Minivan,Honda,20,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",0,No Rollover,0,No or Not Reported,0,0,No,0,No,40,40 MPH,1,Dry
12,Florida,122798,1,2022,2022,Pickup,Ford,34,Light Pickup,0,No Rollover,0,No or Not Reported,0,0,No,0,No,25,25 MPH,1,Dry
12,Florida,122799,1,2018,2018,Sedan/Saloon,BMW,4,"4-door sedan, hardtop",3,Rollover,1,Yes,1,0,No,3,"Yes, Exceeded Speed Limit",55,55 MPH,1,Dry
12,Florida,122800,1,2006,2006,Motorcycle - Street,Suzuki,80,Two Wheel Motorcycle (excluding motor scooters),8,Not Applicable,0,No or Not Reported,1,0,No,3,"Yes, Exceeded Speed Limit",40,40 MPH,1,Dry
12,Florida,122800,2,2002,2002,Hatchback/Liftback/Notchback,Other Import,3,3-door/2-door hatchback,0,No Rollover,0,No or Not Reported,0,0,No,0,No,40,40 MPH,1,Dry
12,Florida,122801,1,2020,2020,Sedan/Saloon,KIA,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,0,0,No,0,No,35,35 MPH,1,Dry
12,Florida,122801,2,2024,2024,Motorcycle - Sport,Kawasaki,80,Two Wheel Motorcycle (excluding motor scooters),8,Not Applicable,0,No or Not Reported,1,0,No,3,"Yes, Exceeded Speed Limit",35,35 MPH,1,Dry
12,Florida,122802,1,2018,2018,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Audi,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,0,No or Not Reported,0,0,No,0,No,35,35 MPH,1,Dry
12,Florida,122803,1,1998,1998,Pickup,Ford,34,Light Pickup,0,No Rollover,0,No or Not Reported,1,0,No,0,No,60,60 MPH,1,Dry
12,Florida,122804,1,2018,2018,Sedan/Saloon,Ford,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,0,0,No,0,No,30,30 MPH,1,Dry
12,Florida,122805,1,2016,2016,Minivan,Dodge,20,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",0,No Rollover,0,No or Not Reported,1,0,No,0,No,55,55 MPH,1,Dry
12,Florida,122805,2,2018,2018,Minivan,KIA,20,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",0,No Rollover,0,No or Not Reported,0,0,No,0,No,60,60 MPH,1,Dry
12,Florida,122806,1,2014,2014,Pickup,Chevrolet,34,Light Pickup,0,No Rollover,0,No or Not Reported,1,0,No,0,No,55,55 MPH,1,Dry
12,Florida,122806,2,2017,2017,Pickup,Ford,34,Light Pickup,0,No Rollover,0,No or Not Reported,0,0,No,0,No,55,55 MPH,1,Dry
12,Florida,122806,3,2017,2017,Pickup,Ford,34,Light Pickup,0,No Rollover,0,No or Not Reported,0,0,No,0,No,55,55 MPH,1,Dry
12,Florida,122807,1,2016,2016,Sedan/Saloon,Lexus,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,0,1,Yes,0,No,45,45 MPH,1,Dry
12,Florida,122808,1,2015,2015,Pickup,Toyota,34,Light Pickup,0,No Rollover,0,No or Not Reported,0,0,No,0,No,45,45 MPH,1,Dry
12,Florida,122809,1,2021,2021,Sedan/Saloon,Toyota,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,1,0,No,0,No,98,Not Reported,1,Dry
12,Florida,122809,2,2005,2005,Pickup,Chevrolet,67,"Medium/heavy Pickup (GVWR greater than 10,000 lbs.)",0,No Rollover,0,No or Not Reported,0,0,No,0,No,98,Not Reported,1,Dry
12,Florida,122810,1,2022,2022,Motorcycle - Unknown Body Class,Other Make,80,Two Wheel Motorcycle (excluding motor scooters),8,Not Applicable,0,No or Not Reported,1,0,No,0,No,50,50 MPH,1,Dry
12,Florida,122810,2,2013,2013,Sedan/Saloon,Nissan/Datsun,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,0,0,No,0,No,50,50 MPH,1,Dry
12,Florida,122811,1,2014,2014,Minivan,Honda,20,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",0,No Rollover,0,No or Not Reported,0,1,Yes,0,No,50,50 MPH,1,Dry
12,Florida,122811,2,2012,2012,Crossover Utility Vehicle (CUV),Nissan/Datsun,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,0,No or Not Reported,1,0,No,0,No,50,50 MPH,1,Dry
12,Florida,122812,1,2018,2018,Sedan/Saloon,Hyundai,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,3,0,No,0,No,35,35 MPH,1,Dry
12,Florida,122812,2,2019,2019,Sedan/Saloon,KIA,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,0,0,No,0,No,55,55 MPH,1,Dry
12,Florida,122812,3,2015,2015,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),GMC,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",0,No Rollover,0,No or Not Reported,0,0,No,0,No,55,55 MPH,1,Dry
12,Florida,122813,1,2021,2021,Pickup,Ford,34,Light Pickup,0,No Rollover,0,No or Not Reported,0,0,No,0,No,45,45 MPH,1,Dry
12,Florida,122813,2,2020,2020,Coupe,Chevrolet,3,3-door/2-door hatchback,0,No Rollover,0,No or Not Reported,1,0,No,0,No,45,45 MPH,1,Dry
12,Florida,122813,3,2020,2020,Truck,International Harvester/Navistar,62,"Single-unit straight truck or Cab-Chassis (GVWR range 19,501 to 26,000 lbs.)",0,No Rollover,0,No or Not Reported,0,0,No,0,No,45,45 MPH,1,Dry
12,Florida,122813,4,2020,2020,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Subaru,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,0,No or Not Reported,0,0,No,0,No,45,45 MPH,1,Dry
12,Florida,122814,1,2022,2022,Motorcycle - Sport,Honda,80,Two Wheel Motorcycle (excluding motor scooters),8,Not Applicable,0,No or Not Reported,1,0,No,3,"Yes, Exceeded Speed Limit",50,50 MPH,1,Dry
12,Florida,122815,1,2007,2007,Pickup,Dodge,34,Light Pickup,0,No Rollover,0,No or Not Reported,0,0,No,0,No,45,45 MPH,1,Dry
12,Florida,122816,1,2004,2004,Pickup,Toyota,34,Light Pickup,3,Rollover,0,No or Not Reported,1,0,No,0,No,45,45 MPH,1,Dry
